close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
33.81,34.4,33.59,33.6,1023000.0,2.254,2.2933333333,2.2393333333,2.24,15345000,0.0,1.0
34.4,34.5,33.75,33.77,824900.0,2.2933333333,2.3,2.25,2.2513333333,12373500,0.0,1.0
34.59,35.07,34.26,34.26,1553900.0,2.306,2.338,2.284,2.284,23308500,0.0,1.0
34.61,35.26,34.52,34.75,1298800.0,2.3073333333,2.3506666667,2.3013333333,2.3166666667,19482000,0.0,1.0
34.43,34.7881,34.05,34.51,921200.0,2.2953333333,2.3192066667,2.27,2.3006666667,13818000,0.0,1.0
34.0,34.17,33.58,33.94,1492400.0,2.2666666667,2.278,2.2386666667,2.2626666667,22386000,0.0,1.0
34.28,34.35,33.55,33.64,375800.0,2.2853333333,2.29,2.2366666667,2.2426666667,5637000,0.0,1.0
33.59,34.5,33.5,33.96,601400.0,2.2393333333,2.3,2.2333333333,2.264,9021000,0.0,1.0
33.69,33.91,33.0,33.5,561100.0,2.246,2.2606666667,2.2,2.2333333333,8416500,0.0,1.0
33.22,33.65,33.02,33.38,414100.0,2.2146666667,2.2433333333,2.2013333333,2.2253333333,6211500,0.0,1.0
33.87,33.97,33.0,33.0,594900.0,2.258,2.2646666667,2.2,2.2,8923500,0.0,1.0
35.36,35.4499,34.705,35.0,1194800.0,2.3573333333,2.3633266667,2.3136666667,2.3333333333,17922000,0.0,1.0
34.77,35.45,34.75,35.18,742000.0,2.318,2.3633333333,2.3166666667,2.3453333333,11130000,0.0,1.0
34.4,34.8,33.92,34.8,674000.0,2.2933333333,2.32,2.2613333333,2.32,10110000,0.0,1.0
34.34,34.8,33.9,34.8,442000.0,2.2893333333,2.32,2.26,2.32,6630000,0.0,1.0
33.68,34.5,33.11,34.5,1284000.0,2.2453333333,2.3,2.2073333333,2.3,19260000,0.0,1.0
33.64,34.19,33.4,34.01,698000.0,2.2426666667,2.2793333333,2.2266666667,2.2673333333,10470000,0.0,1.0
33.53,33.99,33.38,33.87,922500.0,2.2353333333,2.266,2.2253333333,2.258,13837500,0.0,1.0
32.91,34.04,32.11,34.04,1563200.0,2.194,2.2693333333,2.1406666667,2.2693333333,23448000,0.0,1.0
33.26,33.38,32.85,33.08,925100.0,2.2173333333,2.2253333333,2.19,2.2053333333,13876500,0.0,1.0
33.9,34.25,33.08,33.11,1624200.0,2.26,2.2833333333,2.2053333333,2.2073333333,24363000,0.0,1.0
34.1,34.23,33.73,33.85,1378200.0,2.2733333333,2.282,2.2486666667,2.2566666667,20673000,0.0,1.0
34.38,34.85,33.92,34.16,1436700.0,2.292,2.3233333333,2.2613333333,2.2773333333,21550500,0.0,1.0
34.52,34.78,33.82,34.74,3555100.0,2.3013333333,2.3186666667,2.2546666667,2.316,53326500,0.0,1.0
35.19,35.55,34.26,34.56,1920200.0,2.346,2.37,2.284,2.304,28803000,0.0,1.0
36.0,36.24,34.96,35.02,1564300.0,2.4,2.416,2.3306666667,2.3346666667,23464500,0.0,1.0
36.99,37.72,35.84,36.0,1970400.0,2.466,2.5146666667,2.3893333333,2.4,29556000,0.0,1.0
36.98,37.54,36.8,37.0,1287800.0,2.4653333333,2.5026666667,2.4533333333,2.4666666667,19317000,0.0,1.0
38.03,38.71,36.86,36.86,1986000.0,2.5353333333,2.5806666667,2.4573333333,2.4573333333,29790000,0.0,1.0
37.95,38.44,37.13,38.1,1426600.0,2.53,2.5626666667,2.4753333333,2.54,21399000,0.0,1.0
37.52,38.0,37.43,37.85,968100.0,2.5013333333,2.5333333333,2.4953333333,2.5233333333,14521500,0.0,1.0
37.51,37.87,36.93,37.87,901400.0,2.5006666667,2.5246666667,2.462,2.5246666667,13521000,0.0,1.0
38.3,38.5,37.62,38.17,1100600.0,2.5533333333,2.5666666667,2.508,2.5446666667,16509000,0.0,1.0
37.74,38.42,37.59,38.4,1128000.0,2.516,2.5613333333,2.506,2.56,16920000,0.0,1.0
38.13,38.65,37.68,38.0,1310200.0,2.542,2.5766666667,2.512,2.5333333333,19653000,0.0,1.0
39.17,39.39,37.9045,38.18,1893200.0,2.6113333333,2.626,2.5269666667,2.5453333333,28398000,0.0,1.0
39.48,39.68,38.95,39.19,1196600.0,2.632,2.6453333333,2.5966666667,2.6126666667,17949000,0.0,1.0
39.24,40.0,39.14,39.45,1139800.0,2.616,2.6666666667,2.6093333333,2.63,17097000,0.0,1.0
38.42,39.15,37.5,37.98,3266300.0,2.5613333333,2.61,2.5,2.532,48994500,0.0,1.0
37.89,38.87,37.29,38.45,2261300.0,2.526,2.5913333333,2.486,2.5633333333,33919500,0.0,1.0
38.45,39.0,38.05,38.3,966800.0,2.5633333333,2.6,2.5366666667,2.5533333333,14502000,0.0,1.0
38.3,38.75,38.21,38.64,990700.0,2.5533333333,2.5833333333,2.5473333333,2.576,14860500,0.0,1.0
37.04,38.51,36.95,38.5,2017600.0,2.4693333333,2.5673333333,2.4633333333,2.5666666667,30264000,0.0,1.0
39.28,39.29,37.31,37.36,2701400.0,2.6186666667,2.6193333333,2.4873333333,2.4906666667,40521000,0.0,1.0
38.54,39.65,38.46,39.3,3122000.0,2.5693333333,2.6433333333,2.564,2.62,46830000,0.0,1.0
35.16,37.39,34.54,36.49,9037800.0,2.344,2.4926666667,2.3026666667,2.4326666667,135567000,0.0,1.0
36.11,36.39,35.6,35.72,2547300.0,2.4073333333,2.426,2.3733333333,2.3813333333,38209500,0.0,1.0
34.38,36.75,34.34,36.15,2889400.0,2.292,2.45,2.2893333333,2.41,43341000,0.0,1.0
34.43,34.96,33.8,34.46,2762900.0,2.2953333333,2.3306666667,2.2533333333,2.2973333333,41443500,0.0,1.0
35.1,35.41,34.4,34.41,1959200.0,2.34,2.3606666667,2.2933333333,2.294,29388000,0.0,1.0
34.83,36.1,34.37,35.89,1964900.0,2.322,2.4066666667,2.2913333333,2.3926666667,29473500,0.0,1.0
34.65,35.08,34.25,35.0,1546600.0,2.31,2.3386666667,2.2833333333,2.3333333333,23199000,0.0,1.0
35.58,35.83,34.7,34.77,1757700.0,2.372,2.3886666667,2.3133333333,2.318,26365500,0.0,1.0
36.65,36.92,35.79,36.0,2087000.0,2.4433333333,2.4613333333,2.386,2.4,31305000,0.0,1.0
37.69,37.88,36.97,37.01,1150000.0,2.5126666667,2.5253333333,2.4646666667,2.4673333333,17250000,0.0,1.0
38.23,38.65,36.88,37.73,1158300.0,2.5486666667,2.5766666667,2.4586666667,2.5153333333,17374500,0.0,1.0
38.47,39.44,37.36,38.06,912100.0,2.5646666667,2.6293333333,2.4906666667,2.5373333333,13681500,0.0,1.0
39.1,39.44,38.65,38.87,1579500.0,2.6066666667,2.6293333333,2.5766666667,2.5913333333,23692500,0.0,1.0
39.12,39.38,38.85,38.9,1275100.0,2.608,2.6253333333,2.59,2.5933333333,19126500,0.0,1.0
38.98,39.49,38.81,39.0,822000.0,2.5986666667,2.6326666667,2.5873333333,2.6,12330000,0.0,1.0
36.85,38.91,36.77,38.9,2021000.0,2.4566666667,2.594,2.4513333333,2.5933333333,30315000,0.0,1.0
35.29,36.65,35.21,36.64,3279600.0,2.3526666667,2.4433333333,2.3473333333,2.4426666667,49194000,0.0,1.0
35.15,36.06,34.92,35.3,1316100.0,2.3433333333,2.404,2.328,2.3533333333,19741500,0.0,1.0
35.08,35.6,34.94,35.25,1098500.0,2.3386666667,2.3733333333,2.3293333333,2.35,16477500,0.0,1.0
35.95,36.07,35.16,35.26,1423000.0,2.3966666667,2.4046666667,2.344,2.3506666667,21345000,0.0,1.0
36.01,37.06,35.74,35.95,1146300.0,2.4006666667,2.4706666667,2.3826666667,2.3966666667,17194500,0.0,1.0
36.62,36.8,36.2,36.2,440200.0,2.4413333333,2.4533333333,2.4133333333,2.4133333333,6603000,0.0,1.0
37.53,38.52,36.77,37.1,2378800.0,2.502,2.568,2.4513333333,2.4733333333,35682000,0.0,1.0
37.86,38.22,37.66,37.98,1808200.0,2.524,2.548,2.5106666667,2.532,27123000,0.0,1.0
38.16,38.38,37.31,37.94,1296300.0,2.544,2.5586666667,2.4873333333,2.5293333333,19444500,0.0,1.0
37.89,38.24,37.75,38.23,1158700.0,2.526,2.5493333333,2.5166666667,2.5486666667,17380500,0.0,1.0
43.93,46.68,41.7,42.36,14098500.0,2.9286666667,3.112,2.78,2.824,211477500,0.0,1.0
44.34,45.5,43.5101,43.6,6652400.0,2.956,3.0333333333,2.9006733333,2.9066666667,99786000,0.0,1.0
41.1,43.47,40.2105,43.1,5643600.0,2.74,2.898,2.6807,2.8733333333,84654000,0.0,1.0
42.01,42.25,40.811,41.11,2264800.0,2.8006666667,2.8166666667,2.7207333333,2.7406666667,33972000,0.0,1.0
41.37,42.0,40.5,42.0,1552400.0,2.758,2.8,2.7,2.8,23286000,0.0,1.0
41.83,42.5499,41.51,41.97,1679000.0,2.7886666667,2.83666,2.7673333333,2.798,25185000,0.0,1.0
40.5,41.8299,40.33,41.8,1696100.0,2.7,2.78866,2.6886666667,2.7866666667,25441500,0.0,1.0
41.86,42.01,40.61,40.7,2121100.0,2.7906666667,2.8006666667,2.7073333333,2.7133333333,31816500,0.0,1.0
43.59,44.55,41.75,42.06,3447400.0,2.906,2.97,2.7833333333,2.804,51711000,0.0,1.0
43.75,45.139,43.05,43.25,3149400.0,2.9166666667,3.0092666667,2.87,2.8833333333,47241000,0.0,1.0
43.3,43.8,42.51,43.5,1681400.0,2.8866666667,2.92,2.834,2.9,25221000,0.0,1.0
45.59,46.14,43.91,44.19,3180400.0,3.0393333333,3.076,2.9273333333,2.946,47706000,0.0,1.0
45.45,45.95,44.54,45.5,2118500.0,3.03,3.0633333333,2.9693333333,3.0333333333,31777500,0.0,1.0
46.97,47.599,45.3901,45.98,3367900.0,3.1313333333,3.1732666667,3.0260066667,3.0653333333,50518500,0.0,1.0
47.83,49.88,47.07,47.46,3011700.0,3.1886666667,3.3253333333,3.138,3.164,45175500,0.0,1.0
50.19,50.2,47.75,48.6,3939400.0,3.346,3.3466666667,3.1833333333,3.24,59091000,0.0,1.0
51.01,52.92,50.66,51.0,3733800.0,3.4006666667,3.528,3.3773333333,3.4,56007000,0.0,1.0
50.43,51.05,48.98,50.9,2630000.0,3.362,3.4033333333,3.2653333333,3.3933333333,39450000,0.0,1.0
52.0,52.4,50.5,50.5,2795900.0,3.4666666667,3.4933333333,3.3666666667,3.3666666667,41938500,0.0,1.0
51.2,53.74,50.62,53.13,3622100.0,3.4133333333,3.5826666667,3.3746666667,3.542,54331500,0.0,1.0
54.94,54.99,51.2,51.76,3639700.0,3.6626666667,3.666,3.4133333333,3.4506666667,54595500,0.0,1.0
53.99,58.18,53.76,56.0,5522600.0,3.5993333333,3.8786666667,3.584,3.7333333333,82839000,0.0,1.0
53.28,55.99,53.0,55.99,2742800.0,3.552,3.7326666667,3.5333333333,3.7326666667,41142000,0.0,1.0
54.11,55.27,53.7,53.85,3050400.0,3.6073333333,3.6846666667,3.58,3.59,45756000,0.0,1.0
54.55,56.47,54.5,56.47,3378700.0,3.6366666667,3.7646666667,3.6333333333,3.7646666667,50680500,0.0,1.0
59.5,59.66,55.5,56.39,4366700.0,3.9666666667,3.9773333333,3.7,3.7593333333,65500500,0.0,1.0
55.51,62.37,55.12,62.0,9991000.0,3.7006666667,4.158,3.6746666667,4.1333333333,149865000,0.0,1.0
55.7865,58.2,55.71,57.5,6769900.0,3.7191,3.88,3.714,3.8333333333,101548500,0.0,1.0
69.4,75.77,63.69,70.12,28605000.0,4.6266666667,5.0513333333,4.246,4.6746666667,429075000,0.0,1.0
76.764,81.0,69.25,69.65,25082600.0,5.1176,5.4,4.6166666667,4.6433333333,376239000,0.0,1.0
87.8,88.0,79.151,80.99,22416900.0,5.8533333333,5.8666666667,5.2767333333,5.3993333333,336253500,0.0,1.0
83.24,97.12,81.15,94.22,37163900.0,5.5493333333,6.4746666667,5.41,6.2813333333,557458500,0.0,1.0
84.842,86.88,78.11,81.8,16878700.0,5.6561333333,5.792,5.2073333333,5.4533333333,253180500,0.0,1.0
92.248,95.0,88.66,94.7,21614000.0,6.1498666667,6.3333333333,5.9106666667,6.3133333333,324210000,0.0,1.0
91.5,94.4399,87.5,92.5,19002200.0,6.1,6.2959933333,5.8333333333,6.1666666667,285033000,0.0,1.0
89.94,92.5,88.63,91.12,8348400.0,5.996,6.1666666667,5.9086666667,6.0746666667,125226000,0.0,1.0
87.59,89.99,85.2801,88.5,8998200.0,5.8393333333,5.9993333333,5.68534,5.9,134973000,0.0,1.0
87.24,90.96,85.5,86.37,8568000.0,5.816,6.064,5.7,5.758,128520000,0.0,1.0
92.73,93.01,83.05,84.805,12022200.0,6.182,6.2006666667,5.5366666667,5.6536666667,180333000,0.0,1.0
97.08,97.95,92.0,92.6,16124200.0,6.472,6.53,6.1333333333,6.1733333333,241863000,0.0,1.0
110.334,110.75,100.3,101.55,19691900.0,7.3556,7.3833333333,6.6866666667,6.77,295378500,0.0,1.0
104.629,114.9,99.0,113.55,25099500.0,6.9752666667,7.66,6.6,7.57,376492500,0.0,1.0
104.95,109.54,101.2,102.46,16133700.0,6.9966666667,7.3026666667,6.7466666667,6.8306666667,242005500,0.0,1.0
97.76,106.44,97.73,106.26,15172000.0,6.5173333333,7.096,6.5153333333,7.084,227580000,0.0,1.0
92.59,97.62,88.25,97.62,19139600.0,6.1726666667,6.508,5.8833333333,6.508,287094000,0.0,1.0
94.84,96.42,92.4001,92.75,8856100.0,6.3226666667,6.428,6.1600066667,6.1833333333,132841500,0.0,1.0
95.37,97.9699,89.11,93.66,12224800.0,6.358,6.5313266667,5.9406666667,6.244,183372000,0.0,1.0
97.35,99.27,95.11,95.25,9510900.0,6.49,6.618,6.3406666667,6.35,142663500,0.0,1.0
102.04,102.9,96.7,98.0,10711600.0,6.8026666667,6.86,6.4466666667,6.5333333333,160674000,0.0,1.0
100.05,102.52,98.57,98.93,9228600.0,6.67,6.8346666667,6.5713333333,6.5953333333,138429000,0.0,1.0
94.47,98.68,94.05,98.18,7394000.0,6.298,6.5786666667,6.27,6.5453333333,110910000,0.0,1.0
97.73,100.48,95.75,96.8,9192700.0,6.5153333333,6.6986666667,6.3833333333,6.4533333333,137890500,0.0,1.0
98.18,99.28,95.1201,99.0,5961600.0,6.5453333333,6.6186666667,6.34134,6.6,89424000,0.0,1.0
100.3,102.52,99.33,100.0,6564700.0,6.6866666667,6.8346666667,6.622,6.6666666667,98470500,0.0,1.0
102.2,104.75,101.2,103.6,7066200.0,6.8133333333,6.9833333333,6.7466666667,6.9066666667,105993000,0.0,1.0
103.39,103.98,99.2,101.75,8795300.0,6.8926666667,6.932,6.6133333333,6.7833333333,131929500,0.0,1.0
104.68,106.67,102.01,102.06,8578900.0,6.9786666667,7.1113333333,6.8006666667,6.804,128683500,0.0,1.0
100.65,107.13,99.45,104.65,10106500.0,6.71,7.142,6.63,6.9766666667,151597500,0.0,1.0
99.55,103.7,97.5,103.7,11718600.0,6.6366666667,6.9133333333,6.5,6.9133333333,175779000,0.0,1.0
101.49,102.87,95.3,96.5,7119800.0,6.766,6.858,6.3533333333,6.4333333333,106797000,0.0,1.0
102.4,104.2,100.55,103.1,5848700.0,6.8266666667,6.9466666667,6.7033333333,6.8733333333,87730500,0.0,1.0
105.72,105.8699,102.66,103.8,6602600.0,7.048,7.0579933333,6.844,6.92,99039000,0.0,1.0
109.25,110.25,106.132,106.75,8744900.0,7.2833333333,7.35,7.0754666667,7.1166666667,131173500,0.0,1.0
107.36,109.44,106.71,108.57,5748600.0,7.1573333333,7.296,7.114,7.238,86229000,0.0,1.0
117.179,117.77,109.15,109.36,10903600.0,7.8119333333,7.8513333333,7.2766666667,7.2906666667,163554000,0.0,1.0
117.82,121.89,115.5,118.255,12064100.0,7.8546666667,8.126,7.7,7.8836666667,180961500,0.0,1.0
115.24,119.25,114.27,118.0,4806700.0,7.6826666667,7.95,7.618,7.8666666667,72100500,0.0,1.0
120.09,120.28,115.7,118.32,6818700.0,8.006,8.0186666667,7.7133333333,7.888,102280500,0.0,1.0
121.61,122.1799,118.82,121.37,7814200.0,8.1073333333,8.1453266667,7.9213333333,8.0913333333,117213000,0.0,1.0
123.45,125.32,121.91,124.64,8603300.0,8.23,8.3546666667,8.1273333333,8.3093333333,129049500,0.0,1.0
122.27,123.25,120.79,123.19,5600100.0,8.1513333333,8.2166666667,8.0526666667,8.2126666667,84001500,0.0,1.0
125.61,126.09,122.35,124.88,7483600.0,8.374,8.406,8.1566666667,8.3253333333,112254000,0.0,1.0
129.9,129.94,124.51,125.5,11344000.0,8.66,8.6626666667,8.3006666667,8.3666666667,170160000,0.0,1.0
127.26,133.259,126.82,133.03,9922400.0,8.484,8.8839333333,8.4546666667,8.8686666667,148836000,0.0,1.0
109.05,126.32,107.3,126.28,32371900.0,7.27,8.4213333333,7.1533333333,8.4186666667,485578500,0.0,1.0
120.25,121.62,104.5,106.52,26029000.0,8.0166666667,8.108,6.9666666667,7.1013333333,390435000,0.0,1.0
119.03,122.73,116.18,120.97,11398100.0,7.9353333333,8.182,7.7453333333,8.0646666667,170971500,0.0,1.0
119.68,120.55,116.51,118.5,5890300.0,7.9786666667,8.0366666667,7.7673333333,7.9,88354500,0.0,1.0
122.43,126.68,119.88,119.89,9797800.0,8.162,8.4453333333,7.992,7.9926666667,146967000,0.0,1.0
122.74,125.56,121.82,124.0,7736400.0,8.1826666667,8.3706666667,8.1213333333,8.2666666667,116046000,0.0,1.0
121.7,124.5,119.56,124.47,6869000.0,8.1133333333,8.3,7.9706666667,8.298,103035000,0.0,1.0
124.07,124.75,120.19,120.4,5284300.0,8.2713333333,8.3166666667,8.0126666667,8.0266666667,79264500,0.0,1.0
129.39,130.68,126.61,128.14,9633100.0,8.626,8.712,8.4406666667,8.5426666667,144496500,0.0,1.0
134.62,135.37,128.25,129.32,9678900.0,8.9746666667,9.0246666667,8.55,8.6213333333,145183500,0.0,1.0
131.74,137.49,128.18,134.8,13127000.0,8.7826666667,9.166,8.5453333333,8.9866666667,196905000,0.0,1.0
134.28,134.975,131.45,132.57,6351700.0,8.952,8.9983333333,8.7633333333,8.838,95275500,0.0,1.0
135.55,136.52,132.631,135.0,5323600.0,9.0366666667,9.1013333333,8.8420666667,9.0,79854000,0.0,1.0
138.0,138.25,133.61,134.59,6269900.0,9.2,9.2166666667,8.9073333333,8.9726666667,94048500,0.0,1.0
144.68,144.89,139.65,140.01,10200700.0,9.6453333333,9.6593333333,9.31,9.334,153010500,0.0,1.0
142.15,145.73,141.1,144.75,9254500.0,9.4766666667,9.7153333333,9.4066666667,9.65,138817500,0.0,1.0
134.23,141.95,132.36,141.89,18212200.0,8.9486666667,9.4633333333,8.824,9.4593333333,273183000,0.0,1.0
153.48,158.88,150.46,154.355,27246800.0,10.232,10.592,10.0306666667,10.2903333333,408702000,0.0,1.0
153.0,155.95,151.25,152.4,8927700.0,10.2,10.3966666667,10.0833333333,10.16,133915500,0.0,1.0
147.38,150.5,142.05,149.43,14912200.0,9.8253333333,10.0333333333,9.47,9.962,223683000,0.0,1.0
145.43,149.84,144.45,149.5,8748900.0,9.6953333333,9.9893333333,9.63,9.9666666667,131233500,0.0,1.0
139.36,144.8399,138.05,142.72,11693800.0,9.2906666667,9.6559933333,9.2033333333,9.5146666667,175407000,0.0,1.0
139.67,143.5999,135.0,136.4301,10179200.0,9.3113333333,9.5733266667,9.0,9.09534,152688000,0.0,1.0
142.0,143.907,140.97,141.63,7108100.0,9.4666666667,9.5938,9.398,9.442,106621500,0.0,1.0
144.9,147.38,142.83,143.4269,8037700.0,9.66,9.8253333333,9.522,9.5617933333,120565500,0.0,1.0
149.58,149.78,147.0,148.65,6418200.0,9.972,9.9853333333,9.8,9.91,96273000,0.0,1.0
147.86,150.3091,146.25,150.0,6266300.0,9.8573333333,10.0206066667,9.75,10.0,93994500,0.0,1.0
157.1,157.48,148.14,149.22,10592400.0,10.4733333333,10.4986666667,9.876,9.948,158886000,0.0,1.0
161.839,162.3,155.0,157.0,12931900.0,10.7892666667,10.82,10.3333333333,10.4666666667,193978500,0.0,1.0
164.22,173.0,160.25,165.15,24171100.0,10.948,11.5333333333,10.6833333333,11.01,362566500,0.0,1.0
167.01,168.8,160.9501,162.3,17566900.0,11.134,11.2533333333,10.7300066667,10.82,263503500,0.0,1.0
166.45,171.5,163.25,169.06,14740100.0,11.0966666667,11.4333333333,10.8833333333,11.2706666667,221101500,0.0,1.0
166.06,167.75,162.51,164.215,9436000.0,11.0706666667,11.1833333333,10.834,10.9476666667,141540000,0.0,1.0
169.0,169.21,163.96,166.37,11028400.0,11.2666666667,11.2806666667,10.9306666667,11.0913333333,165426000,0.0,1.0
168.94,173.7,166.4,173.4,12061100.0,11.2626666667,11.58,11.0933333333,11.56,180916500,0.0,1.0
170.622,171.62,165.56,169.77,11475700.0,11.3748,11.4413333333,11.0373333333,11.318,172135500,0.0,1.0
169.93,171.5,168.25,170.1,6685300.0,11.3286666667,11.4333333333,11.2166666667,11.34,100279500,0.0,1.0
166.97,169.7,165.15,168.57,8619700.0,11.1313333333,11.3133333333,11.01,11.238,129295500,0.0,1.0
160.7,164.5,158.51,163.12,14344500.0,10.7133333333,10.9666666667,10.5673333333,10.8746666667,215167500,0.0,1.0
166.37,167.5,160.63,161.45,8967800.0,11.0913333333,11.1666666667,10.7086666667,10.7633333333,134517000,0.0,1.0
163.52,167.895,162.13,166.41,5832500.0,10.9013333333,11.193,10.8086666667,11.094,87487500,0.0,1.0
164.93,166.76,160.51,164.0,6160000.0,10.9953333333,11.1173333333,10.7006666667,10.9333333333,92400000,0.0,1.0
165.54,166.37,162.16,162.77,5401200.0,11.036,11.0913333333,10.8106666667,10.8513333333,81018000,0.0,1.0
166.58,170.85,165.85,168.0,7574900.0,11.1053333333,11.39,11.0566666667,11.2,113623500,0.0,1.0
166.23,168.42,163.361,165.08,5496900.0,11.082,11.228,10.8907333333,11.0053333333,82453500,0.0,1.0
166.218,167.45,164.2,167.07,5439700.0,11.0812,11.1633333333,10.9466666667,11.138,81595500,0.0,1.0
177.92,180.47,169.08,170.8,15594600.0,11.8613333333,12.0313333333,11.272,11.3866666667,233919000,0.0,1.0
183.39,185.83,178.56,178.9,13401700.0,12.226,12.3886666667,11.904,11.9266666667,201025500,0.0,1.0
181.11,185.48,177.11,184.48,8173400.0,12.074,12.3653333333,11.8073333333,12.2986666667,122601000,0.0,1.0
182.33,184.96,177.65,179.1401,6273400.0,12.1553333333,12.3306666667,11.8433333333,11.9426733333,94101000,0.0,1.0
185.238,186.3,180.5,183.56,8252700.0,12.3492,12.42,12.0333333333,12.2373333333,123790500,0.0,1.0
188.64,189.68,185.611,186.7,6614400.0,12.576,12.6453333333,12.3740666667,12.4466666667,99216000,0.0,1.0
190.9,191.28,186.43,187.52,5916400.0,12.7266666667,12.752,12.4286666667,12.5013333333,88746000,0.0,1.0
193.37,194.5,188.0,189.0,8924700.0,12.8913333333,12.9666666667,12.5333333333,12.6,133870500,0.0,1.0
193.0,194.23,188.37,193.96,7755900.0,12.8666666667,12.9486666667,12.558,12.9306666667,116338500,0.0,1.0
180.95,191.83,175.4,188.59,20775400.0,12.0633333333,12.7886666667,11.6933333333,12.5726666667,311631000,0.0,1.0
173.31,179.69,168.0,175.045,23816500.0,11.554,11.9793333333,11.2,11.6696666667,357247500,0.0,1.0
180.98,181.18,172.65,176.4,14414000.0,12.0653333333,12.0786666667,11.51,11.76,216210000,0.0,1.0
183.07,186.73,180.26,182.46,11485600.0,12.2046666667,12.4486666667,12.0173333333,12.164,172284000,0.0,1.0
174.73,185.93,173.21,184.4,13757200.0,11.6486666667,12.3953333333,11.5473333333,12.2933333333,206358000,0.0,1.0
168.78,174.99,161.5,174.73,15316500.0,11.252,11.666,10.7666666667,11.6486666667,229747500,0.0,1.0
172.93,175.75,169.69,173.09,8883900.0,11.5286666667,11.7166666667,11.3126666667,11.5393333333,133258500,0.0,1.0
178.7,179.288,171.2,172.75,8311100.0,11.9133333333,11.9525333333,11.4133333333,11.5166666667,124666500,0.0,1.0
179.72,182.5,174.15,175.0,7769600.0,11.9813333333,12.1666666667,11.61,11.6666666667,116544000,0.0,1.0
183.94,188.789,183.18,185.28,10978500.0,12.2626666667,12.5859333333,12.212,12.352,164677500,0.0,1.0
183.56,187.3,182.09,184.9,8205400.0,12.2373333333,12.4866666667,12.1393333333,12.3266666667,123081000,0.0,1.0
182.802,184.8,180.99,183.54,6705000.0,12.1868,12.32,12.066,12.236,100575000,0.0,1.0
183.4,185.96,182.52,184.15,5930800.0,12.2266666667,12.3973333333,12.168,12.2766666667,88962000,0.0,1.0
172.6,183.39,171.0,183.28,11532100.0,11.5066666667,12.226,11.4,12.2186666667,172981500,0.0,1.0
171.54,177.78,166.11,170.5,11386700.0,11.436,11.852,11.074,11.3666666667,170800500,0.0,1.0
164.5,171.81,160.15,168.91,13320400.0,10.9666666667,11.454,10.6766666667,11.2606666667,199806000,0.0,1.0
173.15,174.5,162.8255,165.0,10825700.0,11.5433333333,11.6333333333,10.8550333333,11.0,162385500,0.0,1.0
169.66,174.5,166.8,174.21,7595500.0,11.3106666667,11.6333333333,11.12,11.614,113932500,0.0,1.0
162.86,170.5,162.2,170.18,7841700.0,10.8573333333,11.3666666667,10.8133333333,11.3453333333,117625500,0.0,1.0
164.47,165.4458,153.0,162.76,14111700.0,10.9646666667,11.02972,10.2,10.8506666667,211675500,0.0,1.0
159.22,167.6799,158.17,164.63,8401800.0,10.6146666667,11.17866,10.5446666667,10.9753333333,126027000,0.0,1.0
159.94,162.44,153.3,155.67,9333800.0,10.6626666667,10.8293333333,10.22,10.378,140007000,0.0,1.0
162.17,165.9,160.41,163.0,7180600.0,10.8113333333,11.06,10.694,10.8666666667,107709000,0.0,1.0
175.2,175.3899,164.22,165.0,13120400.0,11.68,11.69266,10.948,11.0,196806000,0.0,1.0
176.81,181.43,171.3601,180.0,22467100.0,11.7873333333,12.0953333333,11.4240066667,12.0,337006500,0.0,1.0
151.16,160.73,146.355,154.81,31071700.0,10.0773333333,10.7153333333,9.757,10.3206666667,466075500,0.0,1.0
139.772,145.65,137.62,144.19,22284700.0,9.3181333333,9.71,9.1746666667,9.6126666667,334270500,0.0,1.0
137.95,140.6,132.32,136.48,22477900.0,9.1966666667,9.3733333333,8.8213333333,9.0986666667,337168500,0.0,1.0
144.698,145.42,137.1,141.0,13997600.0,9.6465333333,9.6946666667,9.14,9.4,209964000,0.0,1.0
137.8,144.7,136.18,144.69,14985200.0,9.1866666667,9.6466666667,9.0786666667,9.646,224778000,0.0,1.0
138.7,142.37,136.3425,140.84,12658300.0,9.2466666667,9.4913333333,9.0895,9.3893333333,189874500,0.0,1.0
137.6,140.4,134.111,138.92,12203700.0,9.1733333333,9.36,8.9407333333,9.2613333333,183055500,0.0,1.0
135.45,137.95,134.35,136.85,9900200.0,9.03,9.1966666667,8.9566666667,9.1233333333,148503000,0.0,1.0
121.58,135.45,119.61,135.27,23138200.0,8.1053333333,9.03,7.974,9.018,347073000,0.0,1.0
126.09,129.0,119.22,119.43,19816200.0,8.406,8.6,7.948,7.962,297243000,0.0,1.0
121.11,127.45,119.06,126.08,13849600.0,8.074,8.4966666667,7.9373333333,8.4053333333,207744000,0.0,1.0
122.1,124.789,120.25,122.89,11903800.0,8.14,8.3192666667,8.0166666667,8.1926666667,178557000,0.0,1.0
121.38,122.75,117.93,121.58,11096700.0,8.092,8.1833333333,7.862,8.1053333333,166450500,0.0,1.0
120.84,125.84,120.3,124.5,10267300.0,8.056,8.3893333333,8.02,8.3,154009500,0.0,1.0
120.5,122.72,116.1,119.38,13885500.0,8.0333333333,8.1813333333,7.74,7.9586666667,208282500,0.0,1.0
